2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.400000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01
4.245806485414505005e-05,2.304271329194307327e-04,1.040152041241526604e-03,4.921261919662356377e-03,2.251416211947798729e-02,5.403303401544690132e-02,1.374998399987816811e-01,2.860742460470646620e-01,6.005442989990115166e-01
8.661788888275623322e-05,9.002720471471548080e-04,1.423549139872193336e-03,5.027475999668240547e-03,3.803573804907500744e-02,5.312692793086171150e-02,1.281670490279793739e-01,2.867282351944595575e-01,6.050614060368388891e-01
5.824281834065914154e-05,4.150210879743099213e-04,1.206259010359644890e-03,5.024888087064027786e-03,3.480512206442654133e-02,6.128318817354738712e-02,1.323353119660168886e-01,2.868486267980188131e-01,6.201857239939272404e-01
5.112588405609130859e-05,4.107868298888206482e-04,1.217303099110722542e-03,4.984529921784996986e-03,2.343837707303464413e-02,5.478009581565856934e-02,1.276530558243393898e-01,2.855039681307971478e-01,5.908752949908375740e-01
3.879982978105545044e-05,5.739619955420494080e-04,1.311351079493761063e-03,4.959089914336800575e-03,2.312896400690078735e-02,5.319399805739521980e-02,1.317875781096518040e-01,2.861612190026789904e-01,5.818601639475673437e-01
3.824103623628616333e-05,4.364240448921918869e-04,1.380390021950006485e-03,4.936894169077277184e-03,2.296232804656028748e-02,5.340376193635165691e-02,1.294394459109753370e-01,2.872769129462540150e-01,5.981298729311674833e-01
3.631901927292346954e-05,1.105196075513958931e-03,1.088742166757583618e-03,5.122166825458407402e-03,2.370033203624188900e-02,6.166683090850710869e-02,1.316492450423538685e-01,3.450853081885725260e-01,6.029306298587471247e-01
3.627501428127288818e-05,4.162560217082500458e-04,1.355212880298495293e-03,5.137917120009660721e-03,2.316784206777811050e-02,5.400533508509397507e-02,1.278421280439943075e-01,3.355383761227130890e-01,6.561168630141764879e-01
3.678188659250736237e-05,3.746489528566598892e-04,1.388069009408354759e-03,4.965075990185141563e-03,2.313903998583555222e-02,5.465282802470028400e-02,1.317687910050153732e-01,2.989069349132478237e-01,6.147652920335531235e-01
3.222702071070671082e-05,1.031049061566591263e-03,1.222602091729640961e-03,5.000059027224779129e-03,2.365332003682851791e-02,5.353511613793671131e-02,1.278090120758861303e-01,3.145599109120666981e-01,5.983894141390919685e-01
