2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,1.400000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01
4.189182072877883911e-05,1.638410612940788269e-04,3.631990402936935425e-04,3.767812158912420273e-04,4.278370179235935211e-04,5.968220066279172897e-04,7.906700484454631805e-04,1.010484993457794189e-03,1.476482953876256943e-03
3.673569299280643463e-04,3.604420926421880722e-04,3.217670600861310959e-04,3.896700218319892883e-04,7.070819847285747528e-04,4.629560280591249466e-04,6.331459153443574905e-04,9.937221184372901917e-04,1.440615160390734673e-03
6.488210055977106094e-04,2.554738894104957581e-04,3.633820451796054840e-04,4.022938665002584457e-04,4.208870232105255127e-04,6.784088909626007080e-04,7.839039899408817291e-04,9.377291426062583923e-04,1.284590922296047211e-03
1.227208180353045464e-03,1.184774097055196762e-03,2.934080548584461212e-04,4.200669936835765839e-04,5.192400421947240829e-04,4.001229535788297653e-04,6.511521060019731522e-04,9.038969874382019043e-04,1.253757160156965256e-03
1.075421925634145737e-03,4.096319898962974548e-04,3.083418123424053192e-04,3.499768208712339401e-04,4.340091254562139511e-04,5.357270129024982452e-04,8.007390424609184265e-04,9.047358762472867966e-04,1.259220996871590614e-03
1.246121246367692947e-04,1.988271251320838928e-04,3.320078831166028976e-04,3.945429343730211258e-04,4.251820500940084457e-04,5.276189185678958893e-04,6.495139095932245255e-04,8.993549272418022156e-04,1.258783973753452301e-03
2.106570173054933548e-04,2.351631410419940948e-04,3.199118655174970627e-04,3.828508779406547546e-04,3.898420836776494980e-04,5.969970952719449997e-04,6.857919506728649139e-04,1.415387028828263283e-03,1.399291912093758583e-03
2.884929999709129333e-04,2.175408881157636642e-04,3.744198475033044815e-04,3.577021416276693344e-04,4.936920013278722763e-04,4.758720751851797104e-04,7.308700587600469589e-04,9.853981900960206985e-04,1.563145080581307411e-03
1.106330193579196930e-03,2.572180237621068954e-04,3.215989563614130020e-04,4.314291290938854218e-04,4.516290500760078430e-04,4.883068613708019257e-04,8.115288801491260529e-04,1.336322166025638580e-03,1.531575107946991920e-03
1.394748920574784279e-03,1.078807050362229347e-03,3.407688345760107040e-04,3.992228303104639053e-04,5.906808655709028244e-04,5.061458796262741089e-04,6.898751016706228256e-04,1.304418779909610748e-03,1.484737033024430275e-03
