1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+01,4.000000000000000000e+01,5.000000000000000000e+01,6.000000000000000000e+01,7.000000000000000000e+01
4.738459829241037369e-04,4.331467906013131142e-03,1.556227693799883127e-02,4.410950909368693829e-02,1.057233801111578941e-01,2.485808429773896933e-01,4.648552440339699388e-01
3.862240118905901909e-04,4.219332011416554451e-03,1.556068495847284794e-02,4.380145401228219271e-02,1.035682909423485398e-01,2.090118649648502469e-01,3.989396719262003899e-01
3.559930482879281044e-04,4.299876978620886803e-03,1.551434898283332586e-02,4.365145694464445114e-02,1.037550480104982853e-01,2.130520780337974429e-01,3.654029739554971457e-01
3.479860024526715279e-04,4.211865016259253025e-03,1.598343497607856989e-02,4.370980197563767433e-02,1.038590670796111226e-01,2.079773689620196819e-01,3.674067279789596796e-01
3.200140781700611115e-04,4.241396905854344368e-03,1.558476407080888748e-02,4.325576801784336567e-02,1.035214950097724795e-01,2.115349950036033988e-01,3.649451849050819874e-01
3.539510071277618408e-04,4.272671998478472233e-03,1.543237001169472933e-02,4.433146293740719557e-02,1.033883229829370975e-01,2.118740900186821818e-01,3.662665309384465218e-01
3.464330220595002174e-04,4.254697007127106190e-03,1.600655296351760626e-02,4.443986795376986265e-02,1.037216819822788239e-01,2.077633640728890896e-01,3.661304679699242115e-01
3.411209909245371819e-04,4.229193087667226791e-03,1.522101100999861956e-02,4.471744201146066189e-02,1.037300609750673175e-01,2.091414690949022770e-01,3.680428880034014583e-01
3.561719786375761032e-04,4.242124967277050018e-03,1.538916095159947872e-02,4.428421403281390667e-02,1.030584280379116535e-01,2.131303889909759164e-01,5.027371719479560852e-01
3.543419297784566879e-04,4.186638048849999905e-03,1.572008803486824036e-02,4.411650903057307005e-02,1.038425449514761567e-01,2.135421320563182235e-01,3.667461110744625330e-01
