0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.107541000441415235e-03,1.921660001244163141e-03,1.990492000913945958e-03,1.974885999516118318e-03,2.122423000400885940e-03,2.148700999896391295e-03,2.282737999848905019e-03
1.714512000035028905e-03,1.704423999399296008e-03,1.720860000204993412e-03,2.094165000016801059e-03,1.777751000190619379e-03,1.884789999166969210e-03,2.105338999172090553e-03
1.712367000436643139e-03,1.694137999947997741e-03,2.296698001373442821e-03,2.243802000521100126e-03,1.864854999439558014e-03,1.890145998913794756e-03,2.200114000515895896e-03
1.777364999725250527e-03,1.602405998710310087e-03,1.736009000524063595e-03,1.921963999848230742e-03,1.833616001022164710e-03,1.995279000766458921e-03,2.117725000061909668e-03
1.547784000649699010e-03,1.646900998821365647e-03,1.662382999711553566e-03,1.861921000454458408e-03,1.773924999724840745e-03,2.080453001326532103e-03,2.186129000619985163e-03
1.630626999030937441e-03,1.782772000296972692e-03,1.653669000006630085e-03,1.782328999979654327e-03,2.014762998442165554e-03,2.103590000842814334e-03,2.194614000472938642e-03
1.771167999322642572e-03,1.921609999044449069e-03,2.283777001139242202e-03,1.696160001301905140e-03,2.173118999053258449e-03,1.899636001326143742e-03,2.147836999938590452e-03
2.002351999180973507e-03,2.104094000969780609e-03,1.655553000091458671e-03,1.659171999563113786e-03,1.896325999041437171e-03,2.040538000073865987e-03,2.104313998643192463e-03
1.640333999603171833e-03,1.715079000859986991e-03,1.691359000687953085e-03,1.700397000604425557e-03,2.682312000615638681e-03,1.927887000420014374e-03,2.073883999401004985e-03
1.683627000602427870e-03,1.705321001281845383e-03,1.685338998868246563e-03,1.798073999452753924e-03,1.921413000673055649e-03,1.927658000568044372e-03,2.082207998682861216e-03
