5.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01
5.385929252952337265e-04,4.476287867873907089e-03,1.367048989050090313e-02,3.771176096051931381e-02,8.772220206446945667e-02,1.998855068814009428e-01,4.108980367891490459e-01
4.411658737808465958e-04,3.787060966715216637e-03,1.016265596263110638e-02,3.798740706406533718e-02,8.844007807783782482e-02,2.035334969405084848e-01,4.116828669793903828e-01
4.110189620405435562e-04,3.494952106848359108e-03,1.536813983693718910e-02,3.889077599160373211e-02,8.840510412119328976e-02,2.014204410370439291e-01,4.125594340730458498e-01
4.088799469172954559e-04,3.058278001844882965e-03,1.755984500050544739e-02,4.012403008528053761e-02,8.857804001308977604e-02,2.005435919854789972e-01,4.086106980685144663e-01
4.089288413524627686e-04,2.771897008642554283e-03,1.094665587879717350e-02,3.905405104160308838e-02,9.092420991510152817e-02,2.002516279462724924e-01,4.118116090539842844e-01
4.071991425007581711e-04,2.686491934582591057e-03,1.061973301693797112e-02,4.073390504345297813e-02,8.826402807608246803e-02,1.990829850547015667e-01,4.151785641442984343e-01
4.065919201821088791e-04,2.441765042021870613e-03,1.134267915040254593e-02,3.964946791529655457e-02,9.041618695482611656e-02,2.021171459928154945e-01,4.144721780903637409e-01
4.063530359417200089e-04,2.437401097267866135e-03,1.136138802394270897e-02,4.042231198400259018e-02,9.396572900004684925e-02,1.992984230164438486e-01,4.149103160016238689e-01
4.652589559555053711e-04,2.362404949963092804e-03,1.375675201416015625e-02,3.950833505950868130e-02,8.960500103421509266e-02,1.996885142289102077e-01,4.204601519741117954e-01
4.991141613572835922e-04,2.326996996998786926e-03,1.050291606225073338e-02,3.971114498563110828e-02,8.839568006806075573e-02,2.002691219095140696e-01,4.222210780717432499e-01
