5.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01
3.218487836420536041e-05,1.330240629613399506e-04,1.513080205768346786e-04,2.467948943376541138e-04,3.976339939981698990e-04,6.301337853074073792e-04,9.054131805896759033e-04
3.399304114282131195e-05,1.057421322911977768e-04,1.372520346194505692e-04,2.447480801492929459e-04,3.940300084650516510e-04,6.660372018814086914e-04,9.417119435966014862e-04
2.868520095944404602e-05,9.273015893995761871e-05,2.866119612008333206e-04,5.099971313029527664e-04,3.931100945919752121e-04,6.658299826085567474e-04,9.082299657166004181e-04
2.824002876877784729e-05,9.056180715560913086e-05,1.515389885753393173e-04,2.451769541949033737e-04,3.936069551855325699e-04,6.253761239349842072e-04,9.036718402057886124e-04
2.829008735716342926e-05,7.962202653288841248e-05,2.077470999211072922e-04,2.448321320116519928e-04,4.208900500088930130e-04,6.620460189878940582e-04,9.071489330381155014e-04
2.830196171998977661e-05,9.100697934627532959e-05,1.459929626435041428e-04,2.479432150721549988e-04,3.936770372092723846e-04,6.264450494199991226e-04,9.076630230993032455e-04
2.808286808431148529e-05,7.085292600095272064e-05,1.483350060880184174e-04,2.611770760267972946e-04,4.519040230661630630e-04,6.358129903674125671e-04,9.078399743884801865e-04
2.814386971294879913e-05,6.883102469146251678e-05,3.430231008678674698e-04,2.755699679255485535e-04,4.000749904662370682e-04,6.263419054448604584e-04,9.063391480594873428e-04
2.814084291458129883e-05,6.871321238577365875e-05,1.500530634075403214e-04,2.623200416564941406e-04,4.004859365522861481e-04,6.324839778244495392e-04,9.622080251574516296e-04
4.556495696306228638e-05,6.838096305727958679e-05,1.553411129862070084e-04,2.447210717946290970e-04,4.557438660413026810e-04,6.288420408964157104e-04,1.041963929310441017e-03
