5.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01
5.732737008947879076e-01,4.262593574821949005e-05,5.525513552129268646e-05,1.052019651979207993e-04,2.004748675972223282e-04,3.535519354045391083e-04,5.899830721318721771e-04
9.631970897316932678e-06,2.930592745542526245e-05,4.765903577208518982e-05,1.022610813379287720e-04,1.959430519491434097e-04,3.729080781340599060e-04,6.248462013900279999e-04
7.674098014831542969e-06,2.518901601433753967e-05,8.476013317704200745e-05,1.658329274505376816e-04,1.949430443346500397e-04,3.521060571074485779e-04,5.895888898521661758e-04
7.124850526452064514e-06,2.417294308543205261e-05,5.557411350309848785e-05,1.023057848215103149e-04,1.954941544681787491e-04,3.497709985822439194e-04,5.914547946304082870e-04
7.177935913205146790e-06,2.107210457324981689e-05,5.476805381476879120e-05,1.025008969008922577e-04,2.113261725753545761e-04,5.600189324468374252e-04,5.897479131817817688e-04
7.047085091471672058e-06,1.891609281301498413e-05,5.059898830950260162e-05,1.047060359269380569e-04,1.954969484359025955e-04,5.752488505095243454e-04,5.901518743485212326e-04
7.065013051033020020e-06,1.881620846688747406e-05,5.207210779190063477e-05,1.091000158339738846e-04,2.171848900616168976e-04,3.516110591590404510e-04,5.904890131205320358e-04
7.058959454298019409e-06,1.813401468098163605e-05,8.114892989397048950e-05,1.093118917196989059e-04,2.005370333790779114e-04,3.497030120342969894e-04,5.889830645173788071e-04
7.011927664279937744e-06,1.832493580877780914e-05,5.457084625959396362e-05,1.088259741663932800e-04,2.007980365306138992e-04,3.522501792758703232e-04,5.904920399188995361e-04
2.178200520575046539e-05,1.806393265724182129e-05,5.640392191708087921e-05,1.028859987854957581e-04,1.990741584450006485e-04,3.522871993482112885e-04,6.512349937111139297e-04
