1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+01,4.000000000000000000e+01,5.000000000000000000e+01,6.000000000000000000e+01,7.000000000000000000e+01,8.000000000000000000e+01,9.000000000000000000e+01,1.000000000000000000e+02
3.928958903998136520e-04,5.850129993632435799e-03,1.718700793571770191e-02,4.778297594748437405e-02,1.107720870058983564e-01,2.021856389474123716e-01,3.660400769440457225e-01,5.727016209857538342e-01,8.146976020652800798e-01,1.128857647068798542e+00
3.805230371654033661e-04,5.614096997305750847e-03,1.704918895848095417e-02,4.751598695293068886e-02,1.086108540184795856e-01,1.997807240113615990e-01,3.641823459183797240e-01,6.173641160130500793e-01,8.202924760989844799e-01,1.130748410010710359e+00
3.696159692481160164e-04,5.611859029158949852e-03,1.727470697369426489e-02,4.727512202225625515e-02,1.075991370016708970e-01,2.012647030642256141e-01,3.639936289982870221e-01,5.797848050715401769e-01,8.150407449575141072e-01,1.128626900026574731e+00
3.750170581042766571e-04,5.619204021058976650e-03,1.703270210418850183e-02,4.750874906312674284e-02,1.112971371039748192e-01,1.985572529956698418e-01,3.668937080074101686e-01,5.754357980331405997e-01,8.097253739833831787e-01,1.125852299970574677e+00
3.692579921334981918e-04,5.605977028608322144e-03,1.704087899997830391e-02,4.726250399835407734e-02,1.067682659486308694e-01,2.012068590847775340e-01,3.689801109721884131e-01,5.724324280163273215e-01,8.098237789236009121e-01,1.123016798985190690e+00
3.762609558179974556e-04,5.605544894933700562e-03,1.703124900814145803e-02,4.725934006273746490e-02,1.068626000778749585e-01,2.040152900153771043e-01,3.687589619075879455e-01,5.708602550439536572e-01,8.048521389719098806e-01,1.120149790076538920e+00
3.682549577206373215e-04,5.621398100629448891e-03,1.725069293752312660e-02,4.752463405020534992e-02,1.092113039921969175e-01,2.034436969552189112e-01,3.652584770461544394e-01,5.748737279791384935e-01,8.074262450681999326e-01,1.118560045026242733e+00
3.772550262510776520e-04,5.630184081383049488e-03,1.727681607007980347e-02,4.726362007204443216e-02,1.068033849587664008e-01,2.053402590099722147e-01,3.625746809411793947e-01,5.705434529809281230e-01,8.099865820258855820e-01,1.119854487013071775e+00
3.687130520120263100e-04,5.613481975160539150e-03,1.703511399682611227e-02,4.774510697461664677e-02,1.071690400131046772e-01,2.038849170785397291e-01,3.625814371043816209e-01,5.732104070484638214e-01,8.127261459594592452e-01,1.121092488057911396e+00
3.755820216611027718e-04,5.613344954326748848e-03,1.702988694887608290e-02,4.727053001988679171e-02,1.075185170629993081e-01,2.010873419931158423e-01,3.699680140707641840e-01,5.794443710474297404e-01,8.073100768961012363e-01,1.120589290978386998e+00
3.683180548250675201e-04,5.845573032274842262e-03,1.703897409606724977e-02,4.727688001003116369e-02,1.068020849488675594e-01,2.025840079877525568e-01,3.682751150336116552e-01,5.778301720274612308e-01,8.107029630336910486e-01,1.120708108996041119e+00
3.679200308397412300e-04,5.615205969661474228e-03,1.769284799229353666e-02,4.753187799360603094e-02,1.070128189167007804e-01,2.016373910009860992e-01,3.629455940099433064e-01,5.852577940095216036e-01,8.058006659848615527e-01,1.121836519916541874e+00
3.694629995152354240e-04,5.555519019253551960e-03,1.728306303266435862e-02,4.726760101038962603e-02,1.070185109274461865e-01,1.999177279649302363e-01,3.654422549298033118e-01,5.795924030244350433e-01,8.105802729260176420e-01,1.132700701011344790e+00
3.684429684653878212e-04,4.547858028672635555e-03,1.703158603049814701e-02,4.750535800121724606e-02,1.077377959154546261e-01,1.999299559975042939e-01,3.630315189948305488e-01,5.784406510647386312e-01,8.234247670043259859e-01,1.127263000002130866e+00
3.692590398713946342e-04,4.554523038677871227e-03,1.702544698491692543e-02,4.727055400144308805e-02,1.075378860114142299e-01,2.040014219237491488e-01,3.625638190424069762e-01,5.767389930551871657e-01,8.118097420083358884e-01,1.134342345059849322e+00
3.687420394271612167e-04,4.568248987197875977e-03,1.701850595418363810e-02,4.727205005474388599e-02,1.067501240177080035e-01,2.003077970584854484e-01,3.619682630524039268e-01,5.772533380659297109e-01,8.044006720883771777e-01,1.131569607998244464e+00
3.735669888556003571e-04,4.572840058244764805e-03,1.701829303056001663e-02,4.784332902636379004e-02,1.084703899687156081e-01,1.996745860669761896e-01,3.618876730324700475e-01,5.755720579763874412e-01,8.102717200526967645e-01,1.127527377102524042e+00
3.685540286824107170e-04,4.551170044578611851e-03,1.727057097014039755e-02,4.727336694486439228e-02,1.069637100445106626e-01,1.987163289450109005e-01,3.614211999811232090e-01,5.762710269773378968e-01,8.064897709991782904e-01,1.127593249897472560e+00
6.157889729365706444e-04,4.544397001154720783e-03,1.701514201704412699e-02,4.752460098825395107e-02,1.064994290936738253e-01,1.985299780499190092e-01,3.617853500181809068e-01,5.756235029548406601e-01,8.054474419914186001e-01,1.130157193983905017e+00
3.759750397875905037e-04,4.550207057036459446e-03,1.703015796374529600e-02,4.729447897989302874e-02,1.067435379372909665e-01,1.990502900443971157e-01,3.663289420073851943e-01,5.786841239314526320e-01,8.047400850336998701e-01,1.132581925019621849e+00
3.694519400596618652e-04,4.588710027746856213e-03,1.701731292996555567e-02,4.728686402086168528e-02,1.067126509733498096e-01,1.987345400266349316e-01,3.635245979530736804e-01,5.797553400043398142e-01,8.070715611102059484e-01,1.130530987982638180e+00
3.682950045913457870e-04,4.574279999360442162e-03,1.702439901418983936e-02,4.751031100749969482e-02,1.069764969870448112e-01,1.985378370154649019e-01,3.623119550757110119e-01,5.866752130677923560e-01,8.069012699415907264e-01,1.130064900964498520e+00
3.694740589708089828e-04,4.566936986520886421e-03,1.726751495152711868e-02,4.727882798761129379e-02,1.067345960764214396e-01,1.984885510755702853e-01,3.711433949647471309e-01,5.795075619826093316e-01,8.073087369557470083e-01,1.128158803097903728e+00
3.681220114231109619e-04,4.566199961118400097e-03,1.702081004623323679e-02,4.754316201433539391e-02,1.067333010723814368e-01,1.984810250578448176e-01,3.754177729133516550e-01,5.863449349999427795e-01,8.060942370211705565e-01,1.127277957974001765e+00
3.748749149963259697e-04,4.541210015304386616e-03,1.702454895712435246e-02,4.726693104021251202e-02,1.067068380070850253e-01,1.987181570148095489e-01,3.739539389498531818e-01,5.805027500027790666e-01,8.069729020353406668e-01,1.128787172958254814e+00
3.687660209834575653e-04,4.550133948214352131e-03,1.702423300594091415e-02,4.727591201663017273e-02,1.069687609560787678e-01,1.991866169264540076e-01,3.761345780221745372e-01,5.802696309983730316e-01,8.049853380070999265e-01,1.129507520934566855e+00
3.757969243451952934e-04,4.548292956314980984e-03,1.702125696465373039e-02,4.750103200785815716e-02,1.067236419767141342e-01,1.996113259810954332e-01,3.769454749999567866e-01,5.862866529496386647e-01,8.073167119873687625e-01,1.127812874969094992e+00
3.683289978653192520e-04,4.577339976094663143e-03,1.725965295918285847e-02,4.729474289342761040e-02,1.070585720008239150e-01,2.007512740092352033e-01,3.727969049941748381e-01,5.756463980069383979e-01,8.128395390231162310e-01,1.125469421967864037e+00
3.761809784919023514e-04,4.565270966850221157e-03,1.701717101968824863e-02,4.752102203201502562e-02,1.069479678990319371e-01,2.012642440386116505e-01,3.661628389963880181e-01,5.790059370920062065e-01,8.097169629763811827e-01,1.127985561033710837e+00
3.685679985210299492e-04,4.564911010675132275e-03,1.701108994893729687e-02,4.726700903847813606e-02,1.067578769288957119e-01,2.051998930983245373e-01,3.675955600338056684e-01,5.706102580297738314e-01,8.105244070757180452e-01,1.127423836034722626e+00
3.735460340976715088e-04,4.559846944175660610e-03,1.702202099841088057e-02,4.728946601971983910e-02,1.069987589726224542e-01,2.015703389188274741e-01,3.642703789519146085e-01,5.787145911017432809e-01,8.123484129318967462e-01,1.128154856036417186e+00
3.691139863803982735e-04,4.585172049701213837e-03,1.701845903880894184e-02,4.776892310474067926e-02,1.067766000051051378e-01,2.014647339237853885e-01,3.630498750135302544e-01,5.819280310533940792e-01,8.076917980797588825e-01,1.126831613015383482e+00
3.766840090975165367e-04,4.567074007354676723e-03,1.727428298909217119e-02,4.755910800304263830e-02,1.092383940704166889e-01,1.994162610499188304e-01,3.620730339316651225e-01,5.781648809788748622e-01,8.085995890432968736e-01,1.125081692007370293e+00
3.686370328068733215e-04,4.570262040942907333e-03,1.702789508271962404e-02,4.728702304419130087e-02,1.070367890642955899e-01,1.989784740144386888e-01,3.620759589830413461e-01,5.771674159914255142e-01,8.052103999070823193e-01,1.125374031020328403e+00
3.756780643016099930e-04,4.566080984659492970e-03,1.725561893545091152e-02,4.729570599738508463e-02,1.068014069460332394e-01,1.991018510889261961e-01,3.625354999676346779e-01,5.737123589497059584e-01,8.078511619241908193e-01,1.126023831078782678e+00
3.689749864861369133e-04,4.560308996587991714e-03,1.725610601715743542e-02,4.750614799559116364e-02,1.067633000202476978e-01,1.986727970652282238e-01,3.695791040081530809e-01,5.775934789562597871e-01,8.097810589242726564e-01,1.125566632021218538e+00
3.736380022019147873e-04,4.549473058432340622e-03,1.725527399685233831e-02,4.753326496575027704e-02,1.093735790345817804e-01,1.989981909282505512e-01,3.751189819304272532e-01,5.703198509290814400e-01,8.070102010387927294e-01,1.126106998999603093e+00
3.687050193548202515e-04,4.789363942109048367e-03,1.725163799710571766e-02,4.732729005627334118e-02,1.072845690650865436e-01,1.997583589982241392e-01,3.696975830243900418e-01,5.779781240271404386e-01,8.105579990660771728e-01,1.127159953000955284e+00
3.681529778987169266e-04,4.773169988766312599e-03,1.726768200751394033e-02,4.732970497570931911e-02,1.091498319292441010e-01,1.993506639264523983e-01,3.692090290132910013e-01,6.341822741087526083e-01,8.073497209697961807e-01,1.123172882013022900e+00
3.697950160130858421e-04,4.550417070277035236e-03,1.726950309239327908e-02,4.751901410054415464e-02,1.082381459418684244e-01,1.984629080398008227e-01,3.639886409509927034e-01,5.716548189520835876e-01,8.090652640676125884e-01,1.132175324950367212e+00
3.684939583763480186e-04,4.548514029011130333e-03,1.725858007557690144e-02,4.728826996870338917e-02,1.091171640437096357e-01,1.986680220579728484e-01,3.641528710722923279e-01,5.722663550404831767e-01,8.081952629145234823e-01,1.137625674018636346e+00
3.738029627129435539e-04,4.567553987726569176e-03,1.726012001745402813e-02,4.751619906164705753e-02,1.084439239930361509e-01,1.989296099636703730e-01,3.650832849089056253e-01,5.734566159080713987e-01,8.157363838981837034e-01,1.124659811030142009e+00
