1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+01,4.000000000000000000e+01,5.000000000000000000e+01,6.000000000000000000e+01,7.000000000000000000e+01,8.000000000000000000e+01,9.000000000000000000e+01,1.000000000000000000e+02
1.068250276148319244e-04,1.947424025274813175e-03,8.257240056991577148e-03,2.783141203690320253e-02,7.059655303601175547e-02,1.493094270117580891e-01,2.841824180213734508e-01,5.609066910110414028e-01,7.012667879462242126e-01,1.028786950046196580e+00
9.869097266346216202e-05,1.922482042573392391e-03,8.239682996645569801e-03,2.779573795851320028e-02,6.936435797251760960e-02,1.464431469794362783e-01,2.777726709609851241e-01,4.923647670075297356e-01,6.912679011002182961e-01,1.029655060963705182e+00
9.777804370969533920e-05,1.915478962473571301e-03,8.207509061321616173e-03,2.802737301681190729e-02,6.919125793501734734e-02,1.463900450617074966e-01,2.781184980412945151e-01,4.896393360104411840e-01,6.877201620955020189e-01,1.023802740965038538e+00
9.768689051270484924e-05,1.921453047543764114e-03,8.191577042452991009e-03,2.779846498742699623e-02,7.136147806886583567e-02,1.457789820851758122e-01,2.822121999925002456e-01,4.969086910132318735e-01,6.859217190649360418e-01,1.036944867926649749e+00
9.715394116938114166e-05,1.922992989420890808e-03,8.236940018832683563e-03,2.803312207106500864e-02,6.897688505705446005e-02,1.484719018917530775e-01,2.855328549630939960e-01,4.968861129600554705e-01,6.831912699854001403e-01,1.041572173940949142e+00
9.760388638824224472e-05,1.918572932481765747e-03,8.214200963266193867e-03,2.777768904343247414e-02,6.920509098563343287e-02,1.532428479986265302e-01,2.824383008992299438e-01,4.800525879254564643e-01,6.844414060469716787e-01,1.030407023034058511e+00
9.738293010741472244e-05,2.145829028449952602e-03,8.421660983003675938e-03,2.780604397412389517e-02,6.881050392985343933e-02,1.481057929340749979e-01,2.758195829810574651e-01,4.752795429667457938e-01,6.842798280995339155e-01,1.028740649926476181e+00
9.763403795659542084e-05,1.919658039696514606e-03,8.216021000407636166e-03,2.779329905752092600e-02,6.983480195049196482e-02,1.495744040003046393e-01,2.761823959881439805e-01,4.750061210943385959e-01,6.876197450328618288e-01,1.027915496029891074e+00
9.707501158118247986e-05,1.922883093357086182e-03,8.214627043344080448e-03,2.781818108633160591e-02,6.899109599180519581e-02,1.480617119232192636e-01,2.766135189449414611e-01,4.805169600294902921e-01,6.842461770866066217e-01,1.029714482021518052e+00
9.744404815137386322e-05,1.914454041980206966e-03,8.238657959736883640e-03,2.804787596687674522e-02,6.901936302892863750e-02,1.471132290316745639e-01,2.837950770044699311e-01,4.992432600120082498e-01,6.898537960369139910e-01,1.030673011904582381e+00
9.711598977446556091e-05,1.922723953612148762e-03,8.196581969968974590e-03,2.782346704043447971e-02,6.922196003142744303e-02,1.529077740851789713e-01,2.774518309161067009e-01,5.050441910279914737e-01,6.863924459321424365e-01,1.029155052034184337e+00
1.013959990814328194e-04,1.920100999996066093e-03,8.208354935050010681e-03,2.780801604967564344e-02,6.876188109163194895e-02,1.471832280512899160e-01,2.761197789805009961e-01,4.888041430385783315e-01,6.832064250484108925e-01,1.033507923013530672e+00
9.727000724524259567e-05,1.616153982467949390e-03,8.234984939917922020e-03,2.780709194485098124e-02,6.951107201166450977e-02,1.467341179959475994e-01,2.750062330160290003e-01,4.802211700007319450e-01,6.837606220506131649e-01,1.039736440987326205e+00
1.041289651766419411e-04,1.602803007699549198e-03,8.219862007535994053e-03,2.778673998545855284e-02,6.991616601590067148e-02,1.464904289459809661e-01,2.759117370005697012e-01,4.857442799257114530e-01,6.892682419857010245e-01,1.045346416998654604e+00
9.742495603859424591e-05,1.609818078577518463e-03,8.199214935302734375e-03,2.804998192004859447e-02,6.882624502759426832e-02,1.470269919373095036e-01,2.749922999646514654e-01,4.860774090047925711e-01,6.836302630836144090e-01,1.045462828013114631e+00
9.696802590042352676e-05,1.609976985491812229e-03,8.212547050788998604e-03,2.780546096619218588e-02,6.991738697979599237e-02,1.466024060500785708e-01,2.748232629382982850e-01,4.869331119116395712e-01,6.819774149917066097e-01,1.044323932961560786e+00
9.728397708386182785e-05,1.623813994228839874e-03,8.214215049520134926e-03,2.778419700916856527e-02,6.878600805066525936e-02,1.460823550587520003e-01,2.749526589177548885e-01,4.780020859325304627e-01,6.834145109169185162e-01,1.043503892957232893e+00
9.718700312077999115e-05,1.622661016881465912e-03,8.211754960939288139e-03,2.778524695895612240e-02,6.898703693877905607e-02,1.461311370367184281e-01,2.749269129708409309e-01,4.894034399185329676e-01,6.811247270088642836e-01,1.042022923007607460e+00
9.914103429764509201e-05,1.619693939574062824e-03,8.210409898310899734e-03,2.776411501690745354e-02,6.903432100079953671e-02,1.456907239044085145e-01,2.748795460211113095e-01,4.816655830945819616e-01,6.828227330697700381e-01,1.041351127903908491e+00
9.786395821720361710e-05,1.609582919627428055e-03,8.221309049986302853e-03,2.803634700831025839e-02,6.898948596790432930e-02,1.457269840175285935e-01,2.797674019820988178e-01,4.829657159280031919e-01,6.823069329839199781e-01,1.044197223032824695e+00
